ddychrynllyd,dychryn,Adj,Adj.masc.sg,4
chwyrn,chwyrn,Adj,Adj.masc.sg,5
chroch,croch,Adj,Adj.masc.sg,1
rymus,grymus,Adj,Adj.masc.sg,3
dychrynllyd,dychryn,Adj,Adj.masc.sg,2
chiaidd,ciaidd,Adj,Adj.masc.sg,1
ciaidd,ciaidd,Adj,Adj.masc.sg,1
diogel,diogel,Adj,Adj.masc.sg,1
etholedig,etholedig,Adj,Adj.masc.sg,1
gwyllt,gwyllt,Adj,Adj.masc.sg,13
foel,moel,Adj,Adj.masc.sg,24
henafol,hynafol,Adj,Adj.masc.sg,1
braf,braf,Adj,Adj.masc.sg,16
dirifedi,dirifedi,Adj,Adj.masc.sg,1
crai,crai,Adj,Adj.masc.sg,1
crwydrol,crwydrol,Adj,Adj.masc.sg,1
brysur,prysur,Adj,Adj.masc.sg,2
estronol,estronol,Adj,Adj.masc.sg,1
ambell,ambell,Adj,Adj.masc.sg,13
sydyn,sydyn,Adj,Adj.masc.sg,37
byddarol,byddarol,Adj,Adj.masc.sg,1
cain,cain,Adj,Adj.masc.sg,6
cudd,cudd,Adj,Adj.masc.sg,2
nwfn,dwfn,Adj,Adj.masc.sg,1
rydd,rhydd,Adj,Adj.masc.sg,1
siriol,siriol,Adj,Adj.masc.sg,7
effro,effro,Adj,Adj.masc.sg,5
wyn,gwyn,Adj,Adj.masc.sg,2
lleia,lleia,Adj,Adj.masc.sg,4
onest,gonest,Adj,Adj.masc.sg,2
lân,glân,Adj,Adj.masc.sg,41
bythol,bythol,Adj,Adj.masc.sg,1
araf,araf,Adj,Adj.masc.sg,25
tlawd,tlawd,Adj,Adj.masc.sg,2
esmwyth,esmwyth,Adj,Adj.masc.sg,4
distaw,distaw,Adj,Adj.masc.sg,6
fud,mud,Adj,Adj.masc.sg,5
hy,hy,Adj,Adj.masc.sg,7
hwyr,hwyr,Adj,Adj.masc.sg,4
mad,mad,Adj,Adj.masc.sg,1
waetha,drwg,Adj,Adj.seith,1
clwyfedig,clwyfedig,Adj,Adj.masc.sg,1
rhydd,rhoddi,Adj,Adj.masc.sg,27
per,pêr,Adj,Adj.masc.sg,1
dyfal,dyfal,Adj,Adj.masc.sg,1
grych,crych,Adj,Adj.masc.sg,1
berwedig,berwedig,Adj,Adj.masc.sg,1
anweledig,anweledig,Adj,Adj.masc.sg,5
mynyddig,mynyddig,Adj,Adj.masc.sg,2
maluriedig,maluriedig,Adj,Adj.masc.sg,1
caboledig,caboledig,Adj,Adj.masc.sg,1
hirbell,hirbell,Adj,Adj.masc.sg,2
ddiarbed,diarbed,Adj,Adj.masc.sg,1
farw,marw,Adj,Adj.masc.sg,22
gwrdd,gwrdd,Adj,Adj.masc.sg,3
gudd,cudd,Adj,Adj.masc.sg,1
cerfiedig,cerfiedig,Adj,Adj.masc.sg,1
diwyd,diwyd,Adj,Adj.masc.sg,3
hapusach,hapus,Adj,Adj.cym,1
thrai,trai,Adj,Adj.masc.sg,1
bob,pob,Adj,Adj.masc.sg,33
sawl,sawl,Adj,Adj.masc.sg,1
hyf,hy,Adj,Adj.masc.sg,2
daclus,taclus,Adj,Adj.masc.sg,4
fain,main,Adj,Adj.masc.sg,2
gron,cron,Adj,Adj.fem.sg,4
loyw,gloyw,Adj,Adj.masc.sg,2
hwylus,hwylus,Adj,Adj.masc.sg,1
